[ 2025-11-16 15:15:56,549 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-11-16 15:16:05,814 ] 20 root - INFO - Initiate the data ingestion
[ 2025-11-16 15:16:09,759 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-16 15:16:09,759 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-16 15:16:09,759 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-16 15:16:09,956 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-16 15:16:09,956 ] 22 root - INFO - Data Initiation Completed
[ 2025-11-16 15:16:09,979 ] 26 root - INFO - Initiate the data Validation
[ 2025-11-16 15:16:10,053 ] 32 root - INFO - Required number of columns:2
[ 2025-11-16 15:16:10,061 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-16 15:16:10,061 ] 32 root - INFO - Required number of columns:2
[ 2025-11-16 15:16:10,061 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-16 15:16:10,621 ] 28 root - INFO - data Validation Completed
[ 2025-11-16 15:16:10,627 ] 31 root - INFO - data Transformation started
[ 2025-11-16 15:16:10,627 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-16 15:16:10,627 ] 65 root - INFO - Starting data transformation
[ 2025-11-16 15:16:10,724 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-16 15:16:10,726 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-16 15:16:10,769 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-16 15:16:10,777 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-16 15:16:10,779 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-16 15:16:10,793 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-16 15:16:10,801 ] 35 root - INFO - data Transformation completed
[ 2025-11-16 15:16:10,801 ] 37 root - INFO - Model Training sstared
[ 2025-11-16 15:28:11,033 ] 827 urllib3.connectionpool - WARNING - Retrying (JitteredRetry(total=6, connect=7, read=7, redirect=7, status=7)) after connection broken by 'SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)'))': /krishnaik06/networksecurity.mlflow/api/2.0/mlflow/runs/create
