[ 2025-11-18 11:12:27,109 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-11-18 11:12:41,546 ] 20 root - INFO - Initiate the data ingestion
[ 2025-11-18 11:13:04,235 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-11-18 11:13:04,237 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-11-18 11:13:04,237 ] 75 root - INFO - Exporting train and test file path.
[ 2025-11-18 11:13:04,509 ] 84 root - INFO - Exported train and test file path.
[ 2025-11-18 11:13:04,515 ] 22 root - INFO - Data Initiation Completed
[ 2025-11-18 11:13:04,560 ] 26 root - INFO - Initiate the data Validation
[ 2025-11-18 11:13:04,648 ] 32 root - INFO - Required number of columns:2
[ 2025-11-18 11:13:04,650 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-18 11:13:04,650 ] 32 root - INFO - Required number of columns:2
[ 2025-11-18 11:13:04,650 ] 33 root - INFO - Data frame has columns:31
[ 2025-11-18 11:13:05,271 ] 28 root - INFO - data Validation Completed
[ 2025-11-18 11:13:05,271 ] 31 root - INFO - data Transformation started
[ 2025-11-18 11:13:05,272 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-11-18 11:13:05,273 ] 65 root - INFO - Starting data transformation
[ 2025-11-18 11:13:05,374 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-11-18 11:13:05,374 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-11-18 11:13:05,429 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-18 11:13:05,438 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-18 11:13:05,438 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-11-18 11:13:05,444 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-11-18 11:13:05,444 ] 35 root - INFO - data Transformation completed
[ 2025-11-18 11:13:05,444 ] 37 root - INFO - Model Training sstared
